CODE ISIN,Code Maroclear,OPCVM,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Bentchmark,Périodicité VL,Souscripteurs,Affectation des résultats,Commission de souscription,Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,DatePublication,TypePublication,VL_Million,AN_Million,PerformancePositive
MA0000037517,3751,CFG TRESOCORP,CFG GESTION,FCP,MONÉTAIRE,[0  0.5[,CFG BONDS MONETAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.005,0.004,CFG BANK,CFG GESTION; CFG BANK,135834313.175462,2425612.74,0.005695,4.3e-05,0.000193,0.000918,0.003241,0.049456,0.051954,0.048488,0.037664,0.018433,2026-06-16,Quotidienne,2.42561274,135.834313175462,True
MA0000035784,3578,CFG VALEURS,CFG GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,QUOTIDIENNE,FGP,CAPITALISANT,0.003,0.003,0.02,CFG BANK,CFG GESTION; CFG BANK,91036732.521014,698.96,-0.016616,0.002151,0.023008,-0.006651,0.087503,-0.040707,-0.037285,0.389306,0.618375,0.459847,2026-06-16,Quotidienne,0.00069896,91.036732521014,False
MA0000042434,4243,CIH CASH,CIH CAPITAL MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5[",80% MBI CT + 20% TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,CIH,3871981285.72,1558.09,0.012444,8.3e-05,0.000417,0.002219,0.007507,0.013794,0.025937,0.059745,0.091864,0.127205,2026-06-16,Quotidienne,0.0015580899999999998,3871.98128572,True
MA0000042459,4245,CIH MONETAIRE PLUS,CIH CAPITAL MANAGEMENT,FCP,OCT,"[0,5  1,1[",80% MBI CT +20 MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,CIH,2035778710.75,1603.6,0.012796,0.000212,0.000143,0.002075,0.008103,0.014462,0.025582,0.068276,0.10185,0.129582,2026-06-16,Quotidienne,0.0016036,2035.77871075,True
MA0000042483,4248,CIH TRESORERIE,CIH CAPITAL MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5[",50% MBI CT + 50% TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,CIH,1637745.93,1434.3,0.003695,7e-05,1.4e-05,0.000642,0.002362,0.004215,0.007396,0.021785,0.047095,0.073232,2026-06-16,Quotidienne,0.0014343,1.63774593,True
MA0000041279,4127,CIMR CASH DYNAMIQUE,WAFA GESTION,FCP,MONÉTAIRE,"> 0,5",TMP,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,1895349338.87,181.48,0.010693,5.5e-05,0.000331,0.001877,0.006266,0.011707,0.022019,0.051936,0.084693,0.116388,2026-06-16,Quotidienne,0.00018147999999999998,1895.3493388699999,True
MA0000037566,3756,CIMR MONETAIRE,CIH CAPITAL MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5]",TMI(jj),QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BMCI,CIH CAPITAL MANAGEMENT,28955595.74,130430.61,0.009244,9.1e-05,0.000291,0.001799,0.005468,0.010211,0.019167,0.047868,0.080612,0.118905,2026-06-16,Quotidienne,0.13043061,28.95559574,True
MA0000037558,3755,CIMR MONETAIRE PLUS,UPLINE CAPITAL MANAGEMENT,FCP,OCT,]0.5 1.1],MBI CT,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,544801380.74,1400.37,0.010769,0.0001,0.000257,0.001774,0.007178,0.012194,0.022056,0.05749,0.093501,0.129085,2026-06-16,Quotidienne,0.00140037,544.80138074,True
MA0000030371,3037,CIMR TRESO PLUS,SAHAM CAPITAL GESTION,SICAV,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,SAHAM BANK,SAHAM BANK,286275806.77,400946.5,0.010555,0.000165,0.000137,0.001727,0.006774,0.011859,0.020123,0.05621,0.093238,0.129282,2026-06-16,Quotidienne,0.4009465,286.27580677,True
MA0000039778,3977,CMIM PERFORMANCE,WAFA GESTION,FCP,OMLT,"]1,1   7]",MBI MT,QUOTIDIENNE,FNPP,MIXTE,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,1011907.42,10119.07,0.008941,0.000186,4.5e-05,0.001318,0.006209,0.010217,,,,,2026-06-16,Quotidienne,0.010119069999999999,1.01190742,True
MA0000037335,3733,CMR ACTIONS,WAFA GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FNPP,MIXTE,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,1668343833.33,298451.49,0.047769,0.001836,0.017767,0.003875,0.127016,0.025144,0.032405,0.527999,0.794206,0.704566,2026-06-16,Quotidienne,0.29845149,1668.3438333299998,True
MA0000041113,4111,CMR ASHOUM,CDG CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1229295762.91,2792.27,-0.057328,0.003183,0.02501,0.001848,0.066277,-0.074512,-0.072422,0.37325,0.666848,0.573136,2026-06-16,Quotidienne,0.00279227,1229.2957629100001,False
MA0000038820,3882,DAILY EQUITY FUND,CDG CAPITAL GESTION,FCP,ACTIONS,-,100% MASI RB,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG Capital Gestion,78914846.18,1387.85,-0.072981,0.002637,0.021853,-0.000698,0.0598,-0.09466,-0.086737,0.283003,0.527023,0.329282,2026-06-16,Quotidienne,0.00138785,78.91484618000001,False
MA0000036287,3628,EMERGENCE BOND FUND,VALORIS MANAGEMENT,FCP,OCT,]0.5  1.1],MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.008,BANK OF AFRICA,VALORIS MANAGEMENT,581749748.51,2406.58,0.009497,0.000133,9.6e-05,0.001394,0.005936,0.014023,0.021638,0.053946,0.087091,0.125159,2026-06-16,Quotidienne,0.0024065799999999997,581.74974851,True
MA0000042160,4216,EMERGENCE EQUITY FUND,VALORIS MANAGEMENT,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,VALORIS MANAGEMENT;VALORIS GROUP,2272444530.49,697.22,-0.039086,0.001206,0.015852,-0.003559,0.061913,-0.0614,-0.07046,0.422114,0.696151,,2026-06-16,Quotidienne,0.00069722,2272.4445304899996,False
MA0000035974,3597,EMERGENCE MONEY MARKET FUND,VALORIS MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5[",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.0065,BANK OF AFRICA,VALORIS MANAGEMENT,499387552.22,2087.81,0.009179,3.4e-05,0.000302,0.001463,0.005137,0.016807,0.025502,0.054972,0.085688,0.116798,2026-06-16,Quotidienne,0.00208781,499.38755222000003,True
MA0000042178,4217,EMERGENCE MONÉTAIRE,VALORIS MANAGEMENT,FCP,MONÉTAIRE,"]0  0,5]",TMP au jour le jour,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BANK OF AFRICA,VALORIS MANAGEMENT;CAPITAL GESTION GROUP,3903503015.75,1315.21,0.011513,7.6e-05,0.000396,0.00208,0.006759,0.012682,0.025313,0.060063,0.097636,0.14025,2026-06-16,Quotidienne,0.00131521,3903.50301575,True
MA0000042186,4218,EMERGENCE RENDEMENT BANQUES,VALORIS MANAGEMENT,FCP,OMLT,"]1,1  5,1]",50 % MBI MT + 50% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,VALORIS MANAGEMENT;VALORIS GROUP,3748810127.12,1434.85,-0.01083,0.000251,-0.00269,-0.005076,0.001019,-0.005531,-0.011702,0.101604,0.188203,,2026-06-16,Quotidienne,0.0014348499999999999,3748.81012712,False
MA0000042210,4221,EMERGENCE RENDEMENT PLUS,VALORIS MANAGEMENT,FCP,OMLT,(3  7),50% MBI MT + 50% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.01,0.02,BANK OF AFRICA,"VALORIS MANAGEMENT,VALORIS GROUP",4123648982.61,1108.39,-0.014133,0.00037,-0.002834,-0.003175,0.002016,-0.009668,-0.014396,0.090173,0.174876,,2026-06-16,Quotidienne,0.0011083900000000001,4123.6489826100005,False
MA0000042202,4220,EMERGENCE ÉQUILIBRE,VALORIS MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI Global + 20% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,"VALORIS MANAGEMENT,VALORIS GROUP",4171583309.01,2019.58,-0.033759,0.000664,0.003603,-0.010112,0.020861,-0.041981,-0.054243,0.221478,0.376383,,2026-06-16,Quotidienne,0.00201958,4171.58330901,False
MA0000038432,3843,FCP AFRICAPITAL CASH PLUS,AFRICAPITAL MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.03,0.02,BCP,AFRICAPITAL MANAGEMENT,1453684410.08,119291.35,0.010799,0.000198,-1e-06,0.00172,0.007059,0.012243,0.021698,0.064949,0.10568,0.139695,2026-06-16,Quotidienne,0.11929135,1453.68441008,True
MA0000039638,3963,FCP AFRICAPITAL RENDEMENT,AFRICAPITAL MANAGEMENT,FCP,OMLT,[2  6],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.03,0.02,BCP,AFRICAPITAL MANAGEMENT,1211304388.01,1019.55,-0.017699,-0.000206,-0.00523,-0.010376,-0.00188,-0.014366,-0.017576,,,,2026-06-16,Quotidienne,0.00101955,1211.30438801,False
MA0000039786,3978,FCP AFRICAPITAL TRESORERIE,AFRICAPITAL MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5]",TMP Interbancaire,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.03,0.02,ATTIJARIWAFA BANK,AFRICAPITAL MANAGEMENT,6576638.96,1012.41,0.008819,5.9e-05,0.000346,0.001464,0.005572,0.009815,,,,,2026-06-16,Quotidienne,0.00101241,6.57663896,True
MA0000037186,3718,FCP ALIF II,WAFA GESTION,SICAV,OMLT,"]1,1 10]",50% MBI MLT + 50% MBI MT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,3122633553.4,1832.4,-0.003172,0.000901,-0.002064,-0.001167,0.004627,0.000573,0.004115,0.109127,0.203681,0.184678,2026-06-16,Quotidienne,0.0018324,3122.6335534,False
MA0000038101,3810,FCP ALIF IV,VALORIS MANAGEMENT,FCP,OMLT,"]1,1   10]",50 % MBI MT + 50% MBI MLT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,VALORIS MANAGEMENT,3788307750.35,1363.98,-0.001281,0.000675,-0.001749,-0.001033,0.00564,0.001866,0.005477,0.10826,0.20511,0.18243,2026-06-16,Quotidienne,0.00136398,3788.30775035,False
MA0000041592,4159,FCP ALIF VI,CDG CAPITAL GESTION,FCP,OMLT,"]1,1  10]",50% MBI MLT + 50% MBI MT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1979643714.98,1214.27,-0.003349,0.000832,-0.001735,-0.00093,0.005507,0.000668,0.002278,0.106124,0.203725,0.179556,2026-06-16,Quotidienne,0.00121427,1979.64371498,False
MA0000040792,4079,FCP ALLOCATIONS,CDG CAPITAL GESTION,FCP,DIVERSIFIÉ,-,55% MBI Global +45% Masi RB,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1420384.46,1919.43,-0.008641,0.002622,0.014423,0.004002,0.011552,-0.005961,0.009865,0.086818,0.173289,,2026-06-16,Quotidienne,0.00191943,1.42038446,False
MA0000039893,3989,FCP ALPHA BALANCE,RED MED ASSET MANAGEMENT,FCP,DIVERSIFIÉ,-,60% MBI GLOBAL + 40% MASI,QUOTIDIENNE,FGP,MIXTE,0.02,0.02,0.02,CREDIT DU MAROC,RED MED ASSET MANAGEMENT; RED MED SECURITIES; RED MED CAPITAL,609883036.56,1119.91,,0.000545,0.004737,-0.002485,0.020391,,,,,,2026-06-16,Quotidienne,0.00111991,609.8830365599999,False
MA0000041394,4139,FCP ALPHA BANQUES FUND,RED MED ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BCP,RED MED ASSET MANAGEMENT,5824111141.74,1316.62,0.012886,0.000213,0.000182,0.002146,0.008363,0.014533,0.026292,0.070788,0.113939,0.154666,2026-06-16,Quotidienne,0.00131662,5824.11114174,True
MA0000039547,3954,FCP ALPHA BONDS,RED MED ASSET MANAGEMENT,FCP,OMLT,"]1,1   10]",MBI GLOBAL,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,RED MED ASSET MANAGEMENT,2308635207.32,1201.09,-0.00646,0.000291,-0.002342,-0.002765,0.001284,-0.002549,-0.004121,0.106333,0.195709,,2026-06-16,Quotidienne,0.00120109,2308.63520732,False
MA0000039901,3990,FCP ALPHA EQUITY,RED MED ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,MIXTE,0.02,0.02,0.02,BCP,RED MED ASSET MANAGEMENT; RED MED SECURITIES; RED MED CAPITAL,993058.51,993.05,,0.001371,0.013999,-0.005219,-0.006423,,,,,,2026-06-16,Quotidienne,0.0009930499999999999,0.99305851,False
MA0000038416,3841,FCP ALPHA GLOBAL,RED MED ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,RED MED ASSET MANAGEMENT,2727127920.07,1184.04,0.011222,0.000211,6.8e-05,0.001946,0.007659,0.012822,0.022999,0.064717,0.107149,0.134616,2026-06-16,Quotidienne,0.00118404,2727.12792007,True
MA0000039737,3973,FCP ALPHA INVEST,RED MED ASSET MANAGEMENT,FCP,DIVERSIFIÉ,-,40% MASI RB + 60% MBI GLOBAL,QUOTIDIENNE,FNPP,MIXTE,0.02,0.02,0.02,CDG CAPITAL,RED MED ASSET MANAGEMENT,239941948.41,1367.55,-0.056465,0.000249,0.00533,-0.006949,-0.006553,-0.065983,-0.064162,0.386644,0.434558,,2026-06-16,Quotidienne,0.00136755,239.94194841,False
MA0000041022,4102,FCP ALPHA MONETAIRE,RED MED ASSET MANAGEMENT,FCP,MONÉTAIRE,"<0,5",MBI MONETAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.008,CDM,RED MED ASSET MANAGEMENT,1811991829.29,153.66,0.01152,0.00013,0.000391,0.002022,0.00688,0.01292,0.024127,0.057609,0.092654,0.13637,2026-06-16,Quotidienne,0.00015366,1811.99182929,True
MA0000038440,3844,FCP ALPHA MONETAIRE PROTECTION,RED MED ASSET MANAGEMENT,FCP,MONÉTAIRE,"]0 0,5]",MBI MONETAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BCP,RED MED ASSET MANAGEMENT,1369541472.54,1168.49,0.012021,8.6e-05,0.000411,0.002256,0.007267,0.013478,0.025882,0.061231,0.098184,0.135923,2026-06-16,Quotidienne,0.0011684900000000001,1369.5414725399999,True
MA0000039653,3965,FCP ALPHA OBLIGATAIRE,RED MED ASSET MANAGEMENT,FCP,OMLT,"]1,1   10]",MBI GLOBAL,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,RED MED ASSET MANAGEMENT;RED MED SECURITIES,1112702.49,1112.7,-0.008783,0.000764,-0.002894,-0.004099,0.001215,-0.005817,-0.00993,0.092414,0.150375,,2026-06-16,Quotidienne,0.0011127,1.11270249,False
MA0000039919,3991,FCP ALPHA OPPORTUNITE,RED MED ASSET MANAGEMENT,FCP,OMLT,[6  10],50% MBI MLT + 50% MBI LT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,SAHAM BANK,RED MED ASSET MANAGEMENT; RED MED SECURITIES; RED MED CAPITAL,1001043.97,1001.04,,0.00021,-0.004208,-0.009126,0.00088,,,,,,2026-06-16,Quotidienne,0.00100104,1.00104397,False
MA0000041261,4126,FCP ALPHA SECURE FUND,RED MED ASSET MANAGEMENT,FCP,OMLT,[2   6[,MBI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BCP,RED MED ASSET MANAGEMENT,2711109145.19,1440.89,-0.012061,-0.000271,-0.003286,-0.004312,0.001146,-0.007836,-0.009173,0.093754,0.327226,0.164299,2026-06-16,Quotidienne,0.00144089,2711.10914519,False
MA0000039992,3999,FCP ALPHAVEST SECUR RENDEMENT,ALPHAVEST ASSET MANAGEMENT,FCP,OMLT,"[1,1  7]",MBI GLOBAL,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,CDG,ALPHAVEST ASSET MANAGEMENT,100944716.88,99945.26,,0.000456,-0.001823,-0.003901,,,,,,,2026-06-16,Quotidienne,0.09994526,100.94471688,False
MA0000036196,3619,FCP CAM LIQUIDITE,MAROGEST,FCP,MONÉTAIRE,"]0 0,5]",TMP INTERBANCAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.0065,CIH BANK,MAROGEST,1507268170.59,1937.97,0.012799,8.3e-05,0.000289,0.002722,0.007633,0.014251,0.027017,0.061424,0.097403,0.140123,2026-06-16,Quotidienne,0.00193797,1507.26817059,True
MA0000041311,4131,FCP CAM MONÉTAIRE,MAROGEST,FCP,MONÉTAIRE,"]0  0,5]",30% MBI CT + 70% TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,CDG,MAROGEST,2697102011.75,141.87,0.011262,0.000141,0.000353,0.001907,0.006599,0.012562,0.023667,0.056838,0.091812,0.131069,2026-06-16,Quotidienne,0.00014187,2697.10201175,True
MA0000036352,3635,FCP CAM TRESO PLUS,MAROGEST,FCP,OCT,"]0,5 1,1]",85% MBI CT + 15 % MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,CIH,756063655.79,173.69,0.012474,0.00023,5.8e-05,0.002193,0.007892,0.014071,0.02587,0.068533,0.109132,0.149123,2026-06-16,Quotidienne,0.00017369,756.06365579,True
MA0000040313,4031,FCP CAP INSTITUTIONS,WAFA GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.001,0.0,0.007,ATTIJARIWAFA BANK,WAFA GESTION,1969464657.6,684878.73,0.0115,0.000173,0.000261,0.001915,0.007032,0.012585,0.024387,0.061428,0.102952,0.139012,2026-06-16,Quotidienne,0.68487873,1969.4646576,True
MA0000036303,3630,FCP CAPITAL ACTIONS,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,280283206.51,268.32,-0.000782,0.002017,0.020383,-0.002713,0.096706,-0.029128,-0.028952,0.473881,0.767938,0.562089,2026-06-16,Quotidienne,0.00026832,280.28320651,False
MA0000037756,3775,FCP CAPITAL AFRIQUE,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.01,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,4567143.64,2111.48,-0.003276,0.002712,0.020137,0.000607,0.096002,-0.026586,-0.0047,,,,2026-06-16,Quotidienne,0.00211148,4.567143639999999,False
MA0000035842,3584,FCP CAPITAL BALANCE,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,50% MASI + 50% MBI Global,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,469874425.57,5775.96,-0.007176,0.001239,0.009977,-0.002687,0.048967,-0.01935,-0.022313,,,,2026-06-16,Quotidienne,0.00577596,469.87442556999997,False
MA0000037723,3772,FCP CAPITAL COMBO,BMCE CAPITAL GESTION,FCP,OMLT,"]1,1 5,1]",50% MBI CT + 50% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,1188506158.67,151498.55,-0.000559,0.001282,0.000426,-7.1e-05,0.006768,0.002102,,,,,2026-06-16,Quotidienne,0.15149854999999998,1188.50615867,False
MA0000038390,3839,FCP CAPITAL DIVERSIFIES,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,75% MBI + 25% MASI.,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION; BANK OF AFRICA,1123846.7,1123.84,-0.011566,0.000793,0.006196,0.00049,0.010793,-0.01896,-0.01991,0.077518,0.113628,0.108816,2026-06-16,Quotidienne,0.0011238399999999999,1.1238466999999999,False
MA0000035925,3592,FCP CAPITAL DYNAMIQUE,BMCE CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,143225464.64,2336.39,0.007764,3.9e-05,0.000218,0.001191,0.004653,0.047704,0.051003,0.069369,0.082905,0.105994,2026-06-16,Quotidienne,0.00233639,143.22546463999998,True
MA0000037749,3774,FCP CAPITAL GLOBAL MACRO,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,29791473.59,161034.99,-0.011322,0.000903,0.002484,-0.003618,0.021158,-0.012598,,,,,2026-06-16,Quotidienne,0.16103499,29.79147359,False
MA0000036592,3659,FCP CAPITAL IMMOBILIER,BMCE CAPITAL GESTION,FCP,ACTIONS,-,10% Indice Sectoriel Immobilier + 10 % Indice Sectoriel Batiments et Matériaux de Construction + 80% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1375930.46,1890.01,-0.032986,0.004374,0.028997,-0.003984,0.045417,-0.049802,-0.036599,,,,2026-06-16,Quotidienne,0.00189001,1.37593046,False
MA0000035867,3586,FCP CAPITAL IMTIYAZ CROISSANCE,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,30% MASI + 70% MBI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1558224.61,67748.89,0.025486,0.000616,0.005313,0.000786,0.055072,0.016535,0.029032,,,,2026-06-16,Quotidienne,0.06774889,1.5582246100000001,True
MA0000035941,3594,FCP CAPITAL IMTIYAZ SECURITE,BMCE CAPITAL GESTION,FCP,OMLT,]2  6],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1101583795.23,29912.39,-0.0074,0.000226,-0.002082,-0.003016,0.000419,-0.00018,-0.000378,,,,2026-06-16,Quotidienne,0.02991239,1101.58379523,False
MA0000037442,3744,FCP CAPITAL IMTIYAZ TRESORERIE,BMCE CAPITAL GESTION,FCP,MONÉTAIRE,"[0,25  0,5]",MONIA CAPITALISE,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,5859271151.36,144662.64,0.012407,9e-05,0.000437,0.002186,0.007187,0.013982,0.026985,0.063145,0.099751,0.141742,2026-06-16,Quotidienne,0.14466264,5859.27115136,True
MA0000035933,3593,FCP CAPITAL INSTITUTIONS,BMCE CAPITAL GESTION,FCP,OMLT,"]1,1  5,1]",MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1298192099.81,2624.81,-0.006995,0.00085,1.9e-05,-0.000841,0.006341,-0.003387,-0.001901,,,,2026-06-16,Quotidienne,0.00262481,1298.19209981,False
MA0000039216,3921,FCP CAPITAL ISR,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,75% MBI GLOBAL + 25% MASI ESG,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.01,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,802519772.23,1452.67,-0.037342,0.000365,0.001952,-0.006613,0.006492,-0.048185,,,,,2026-06-16,Quotidienne,0.00145267,802.5197722300001,False
MA0000037947,3794,FCP CAPITAL LONG/SHORT,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,MONIA Capitalisé +50 pts de base,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1964858.73,1413.56,-0.009106,0.001275,0.006573,,,-0.011877,,,,,2026-06-16,Quotidienne,0.00141356,1.96485873,False
MA0000036493,3649,FCP CAPITAL MAGHREB,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1381078655.47,1767.45,-0.006029,0.002314,0.020939,-0.000537,0.097556,-0.032043,-0.037242,,,,2026-06-16,Quotidienne,0.00176745,1381.07865547,False
MA0000036238,3623,FCP CAPITAL MONETAIRE,BMCE CAPITAL GESTION,FCP,MONÉTAIRE,"[0  0,25[",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,189812170.9,1650.87,0.008892,5.5e-05,0.000358,0.001742,0.004943,0.009608,0.018848,0.041716,0.069022,0.101197,2026-06-16,Quotidienne,0.0016508699999999998,189.8121709,True
MA0000037673,3767,FCP CAPITAL MONETAIRE PLUS,BMCE CAPITAL GESTION,FCP,MONÉTAIRE,"]0  0,5[",MONIA CAPITALISE,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.004,BANK OF AFRICA,BMCE CAPITAL GESTION,232133084.53,1285.64,0.009152,6.2e-05,0.000358,0.001769,0.005254,0.010326,0.019734,0.046895,0.076786,0.114005,2026-06-16,Quotidienne,0.00128564,232.13308453,True
MA0000036501,3650,FCP CAPITAL MULTI-GESTION,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1742248804.79,540.76,-0.022717,0.001074,0.006383,-0.004309,0.026149,-0.029191,-0.034788,,,,2026-06-16,Quotidienne,0.0005407599999999999,1742.24880479,False
MA0000038366,3836,FCP CAPITAL OBLIGATIONS,BMCE CAPITAL GESTION,FCP,OMLT,]3   7],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION; BANK OF AFRICA,4124219408.75,1233.51,-0.00674,0.000454,-0.002837,-0.003554,,-0.003442,,,,,2026-06-16,Quotidienne,0.00123351,4124.21940875,False
